qp,nom_qp,reg,epci1,epci2,uu,disp_q1_A13,disp_q2_A13,disp_q3_A13,disp_q1q3q2_A13,disp_d1_A13,disp_d2_A13,disp_d3_A13,disp_d4_A13,disp_d6_A13,disp_d7_A13,disp_d8_A13,disp_d9_A13,disp_d1d9_A13,disp_gini_A13,disp_s80s20_A13,disp_pact_A13,disp_ppen_A13,disp_ppat_A13,disp_ppsoc_A13,disp_ppfam_A13,disp_ppmini_A13,disp_pplogt_A13,disp_pimpot_A13,QP,TP60_A13,PART_MONOP_A13,PART_MEN5_A13,PART_LOCAT_A13,PART_CHOMPRINC_A13,_merge,code_final
QP037003,Niqueux Bruère - Marcel Pagnol,24.0,243700754.0,,37701,10098.0,13903.0,18772.0,0.6,7824.0,9208.0,10896.0,12494.0,15534.0,17608.0,20078.0,24392.0,3.1,0.3,3.9,57.9,31.0,4.7,17.0,4.3,6.8,5.8,-10.6,QP037003,37.4,15.5,6.4,80.6,,both,QP037003
QP037004,Rabaterie,24.0,243700754.0,,37701,10730.0,14231.0,18236.0,0.5,8190.0,10020.0,11493.0,12836.0,15700.0,17353.0,19308.0,23040.0,2.8,0.2,3.2,56.8,32.5,4.3,16.2,5.2,5.9,5.1,-9.8,QP037004,34.2,15.2,9.0,74.0,7.3,both,QP037004
QP037005,Fontaines,24.0,243700754.0,,37701,9343.0,12411.0,15481.0,0.5,7485.0,8625.0,9994.0,11377.0,13562.0,14847.0,16361.0,18884.0,2.5,0.2,3.0,56.0,21.1,2.3,27.7,5.3,13.2,9.1,-7.1,QP037005,47.4,17.2,6.6,,10.0,both,QP037005
QP037006,Rochepinard,24.0,243700754.0,,37701,9365.0,12252.0,15585.0,0.5,7143.0,8452.0,10207.0,11096.0,13514.0,14784.0,16587.0,19379.0,2.7,0.2,3.0,51.6,21.5,2.3,31.1,6.4,14.5,10.2,-6.5,QP037006,48.4,17.6,8.1,,,both,QP037006
QP037007,Rives Du Cher,24.0,243700754.0,,37701,10356.0,13735.0,17747.0,0.5,8244.0,9484.0,11177.0,12520.0,15135.0,16860.0,19047.0,22088.0,2.7,0.2,3.0,54.7,31.8,2.9,19.8,7.8,6.1,5.9,-9.2,QP037007,36.9,20.5,15.0,,8.2,both,QP037007
QP037008,Europe,24.0,243700754.0,,37701,10731.0,13619.0,16575.0,0.4,8185.0,9910.0,11485.0,12693.0,14761.0,15849.0,17374.0,19958.0,2.4,0.2,2.7,62.1,20.8,2.3,22.7,5.2,10.0,7.5,-7.9,QP037008,34.5,21.1,6.9,,8.8,both,QP037008
QP037009,Sanitas,24.0,243700754.0,,37701,8838.0,11753.0,15078.0,0.5,6823.0,8251.0,9471.0,10684.0,12904.0,14208.0,16013.0,18945.0,2.8,0.2,3.2,48.6,25.6,2.5,29.6,7.3,12.8,9.5,-6.3,QP037009,52.8,19.9,11.0,,10.4,both,QP037009
QP037010,Maryse Bastié,24.0,243700754.0,,37701,10331.0,13734.0,17990.0,0.6,8270.0,9773.0,11131.0,12386.0,15312.0,16970.0,18741.0,21352.0,2.6,0.2,2.9,67.5,18.4,2.1,21.0,6.6,7.4,7.0,-9.0,QP037010,37.5,24.5,8.4,,,both,QP037010
QP037011,Bords De Loire,24.0,243700754.0,,37701,10034.0,13068.0,16339.0,0.5,7778.0,9322.0,10725.0,12032.0,14229.0,15667.0,17157.0,19423.0,2.5,0.2,2.9,47.4,32.4,3.1,24.1,3.6,12.1,8.4,-7.0,QP037011,41.1,15.8,5.0,,,both,QP037011
QP037012,Patte D'Oie - Malétrenne - Plaisance,24.0,200043065.0,,37701,10987.0,14039.0,16894.0,0.4,8343.0,10350.0,11476.0,12623.0,15202.0,16353.0,17487.0,20032.0,2.4,0.2,2.6,61.2,28.1,2.7,16.5,4.1,6.6,5.7,-8.5,QP037012,35.0,21.6,5.3,,,both,QP037012
QP038001,La Luire - Viscose,84.0,200040715.0,,38701,10776.0,13991.0,17241.0,0.5,8171.0,9928.0,11562.0,12869.0,14945.0,16441.0,18045.0,20513.0,2.5,0.2,2.7,59.2,25.8,2.6,20.2,6.3,6.9,7.0,-7.8,QP038001,35.2,18.2,11.8,,,both,QP038001
QP038002,Champaret,84.0,243800604.0,,38501,9771.0,13029.0,17707.0,0.6,7670.0,9241.0,10457.0,11614.0,14998.0,16618.0,19405.0,22590.0,2.9,0.3,3.8,47.6,37.5,6.2,18.2,5.3,6.3,6.6,-9.5,QP038002,44.1,,11.8,,,both,QP038002
QP038003,Essarts - Surieux,84.0,200040715.0,,38701,9922.0,12748.0,16742.0,0.5,7599.0,9261.0,10520.0,11682.0,14018.0,15746.0,17925.0,21500.0,2.8,0.2,3.1,54.5,26.8,3.4,23.2,8.2,7.6,7.5,-7.9,QP038003,44.4,16.9,18.4,85.3,7.4,both,QP038003
QP038004,Village Sud,84.0,200040715.0,,38701,10684.0,14004.0,17371.0,0.5,8166.0,9780.0,11496.0,12635.0,15123.0,16464.0,18099.0,20181.0,2.5,0.2,2.8,56.4,26.0,2.4,22.4,6.9,7.6,7.9,-7.2,QP038004,35.8,23.7,11.9,,,both,QP038004
QP038005,Alpes Mail Cachin,84.0,200040715.0,,38701,11651.0,14328.0,18722.0,0.5,8491.0,10874.0,12244.0,13129.0,16150.0,17855.0,19651.0,23434.0,2.8,0.2,3.0,53.0,35.2,4.3,16.6,5.0,5.5,6.1,-9.1,QP038005,29.3,14.1,9.3,84.6,,both,QP038005
QP038006,Mistral Lys Rouge Camine,84.0,200040715.0,,38701,9832.0,12649.0,16363.0,0.5,7768.0,9293.0,10330.0,11473.0,13879.0,15277.0,17171.0,20573.0,2.6,0.2,3.0,54.6,25.7,2.9,24.0,7.2,8.8,7.9,-7.2,QP038006,45.2,15.8,17.0,,6.2,both,QP038006
QP038007,Villeneuve - Village Olympique,84.0,200040715.0,,38701,10012.0,13372.0,18420.0,0.6,7764.0,9330.0,10787.0,12035.0,14995.0,17109.0,19680.0,23871.0,3.1,0.3,3.7,60.1,26.8,4.7,18.9,6.4,6.4,6.1,-10.5,QP038007,40.5,17.0,15.9,74.4,7.1,both,QP038007
QP038008,Teisseire Abbaye Jouhaux Châtelet,84.0,200040715.0,,38701,9809.0,12808.0,16451.0,0.5,7360.0,9159.0,10403.0,11663.0,14091.0,15586.0,17525.0,20945.0,2.8,0.2,3.2,55.5,23.7,2.9,25.6,7.1,9.9,8.6,-7.7,QP038008,43.5,18.7,14.8,94.2,6.8,both,QP038008
QP038009,Alma - Très Cloîtres - Chenoise,84.0,200040715.0,,38701,9998.0,13232.0,19811.0,0.7,7328.0,9259.0,10884.0,11923.0,14916.0,17480.0,22456.0,31086.0,4.2,0.3,5.0,65.6,26.5,6.8,14.3,2.7,6.9,4.7,-13.2,QP038009,41.4,14.8,12.9,82.8,,both,QP038009
QP038010,Iles De Mars Olympiades,84.0,200040715.0,,38701,11138.0,14255.0,18343.0,0.5,8578.0,10568.0,11851.0,12953.0,15353.0,17296.0,19147.0,21976.0,2.6,0.2,2.8,65.5,21.3,3.4,18.4,7.4,4.6,6.4,-8.6,QP038010,32.0,18.9,15.2,82.8,,both,QP038010
QP038011,Renaudie - Champberton - La Plaine,84.0,200040715.0,,38701,10804.0,14266.0,18058.0,0.5,7969.0,9972.0,11743.0,13144.0,15568.0,17279.0,19445.0,23543.0,3.0,0.2,3.6,76.3,14.6,3.7,15.8,5.2,5.3,5.4,-10.4,QP038011,31.2,14.4,16.2,81.7,,both,QP038011
QP038012,Brunetière,84.0,243800984.0,,38701,9773.0,13567.0,16567.0,0.5,8098.0,9279.0,10675.0,12163.0,14734.0,15730.0,16997.0,20697.0,2.6,0.2,2.8,56.2,25.5,2.2,22.9,7.5,7.9,7.5,-6.8,QP038012,39.3,24.4,11.7,,,both,QP038012
QP038013,Champfleuri,84.0,243800604.0,,38501,9867.0,12436.0,16261.0,0.5,7984.0,9225.0,10285.0,11309.0,13865.0,15448.0,17169.0,20085.0,2.5,0.2,2.8,58.3,21.6,2.4,25.0,7.9,8.5,8.6,-7.3,QP038013,46.5,17.1,16.5,,,both,QP038013
QP038014,Saint Hubert,84.0,243800604.0,,38501,11027.0,14025.0,17343.0,0.5,8377.0,10229.0,11585.0,12794.0,15238.0,16585.0,18202.0,21304.0,2.5,0.2,2.8,76.4,9.8,1.7,21.0,7.0,5.8,8.2,-8.9,QP038014,34.1,25.0,11.4,,8.9,both,QP038014
QP038015,Saint Bonnet,84.0,243800604.0,,38403,9817.0,12956.0,16472.0,0.5,7987.0,9257.0,10709.0,11977.0,14243.0,15586.0,17777.0,19906.0,2.5,0.2,2.9,66.4,15.2,2.2,23.9,8.1,6.9,8.9,-7.7,QP038015,41.3,19.5,14.8,,11.0,both,QP038015
QP038016,Les Roches,84.0,243800604.0,,38403,10030.0,13092.0,16912.0,0.5,8111.0,9478.0,10820.0,12191.0,14537.0,15982.0,18200.0,21410.0,2.6,0.2,3.2,67.8,17.8,2.4,20.7,7.1,6.1,7.5,-8.7,QP038016,39.5,19.0,12.0,89.5,,both,QP038016
QP038017,La Plaine,84.0,243801198.0,,38401,10334.0,13713.0,18309.0,0.6,8064.0,9560.0,11122.0,12071.0,15245.0,17418.0,19188.0,23249.0,2.9,0.3,3.6,62.1,23.6,5.8,18.5,5.5,7.0,6.0,-10.0,QP038017,40.5,16.7,7.4,80.3,,both,QP038017
QP038018,Vieux Péages - Les Ayencins,84.0,243800778.0,,00556,9840.0,12838.0,17477.0,0.6,7472.0,9339.0,10480.0,11725.0,14519.0,16339.0,18847.0,22790.0,3.1,0.2,3.4,67.8,20.5,4.0,17.2,5.4,6.0,5.9,-9.5,QP038018,43.8,,12.2,75.0,,both,QP038018
QP038019,Route De Sablons,84.0,243800778.0,,00556,10158.0,13795.0,18944.0,0.6,7393.0,9479.0,10845.0,12294.0,15705.0,18025.0,20023.0,24667.0,3.3,0.3,3.8,54.5,33.5,7.2,14.4,3.5,5.7,5.1,-9.6,QP038019,38.8,,7.1,67.5,,both,QP038019
QP038020,Belmont Moulin Villette,84.0,243800935.0,,38402,11190.0,13947.0,17743.0,0.5,8006.0,10070.0,11691.0,12710.0,15235.0,16906.0,18679.0,21640.0,2.7,0.2,2.9,71.9,16.2,3.1,17.8,7.7,4.3,5.8,-9.0,QP038020,33.5,,18.4,,,both,QP038020
QP038021,Barbières,84.0,243800455.0,,00758,10575.0,14029.0,18601.0,0.6,8016.0,10270.0,11504.0,12587.0,15823.0,17448.0,19825.0,22782.0,2.8,0.2,3.2,67.3,22.4,2.7,16.7,5.8,4.5,6.4,-9.1,QP038021,35.7,17.9,12.3,,,both,QP038021
QP038022,Plan Des Aures,84.0,243800455.0,,00556,10183.0,12872.0,16749.0,0.5,8005.0,9636.0,10828.0,12029.0,14507.0,16216.0,17286.0,19556.0,2.4,0.2,2.7,61.2,22.5,2.1,21.1,7.0,7.0,7.1,-6.9,QP038022,42.8,,15.4,,,both,QP038022
QP038023,Estressin,84.0,243800455.0,,00556,10683.0,13424.0,17552.0,0.5,8385.0,9869.0,11374.0,12422.0,14793.0,16444.0,18558.0,21680.0,2.6,0.2,2.9,51.3,34.4,3.3,18.9,5.2,7.8,5.9,-7.9,QP038023,38.2,14.5,11.3,,,both,QP038023
QP038024,Vallée De Gère,84.0,243800455.0,,00556,9216.0,12151.0,16514.0,0.6,6793.0,8606.0,9681.0,11029.0,13589.0,15553.0,17935.0,20879.0,3.1,0.3,3.7,64.0,18.1,3.5,23.1,6.5,8.8,7.8,-8.7,QP038024,49.4,12.9,11.4,84.6,8.3,both,QP038024
QP038025,Les Genêts Cancane Charlemagne,84.0,243800455.0,,00556,10622.0,13701.0,17527.0,0.5,7647.0,10065.0,11155.0,12540.0,14928.0,16353.0,18725.0,22235.0,2.9,0.2,3.2,61.2,25.8,3.5,18.2,5.6,6.6,5.9,-8.7,QP038025,38.1,15.0,11.1,,,both,QP038025
QP038026,Malissol,84.0,243800455.0,,00556,9581.0,13534.0,17971.0,0.6,7603.0,8982.0,10516.0,12024.0,15048.0,16565.0,19149.0,22367.0,2.9,0.2,3.4,69.0,17.0,3.1,20.2,8.4,5.4,6.4,-9.3,QP038026,40.9,15.5,20.0,79.1,11.4,both,QP038026
QP039001,Mesnils Pasteur,27.0,200010650.0,,39402,8901.0,11437.0,14641.0,0.5,6803.0,8304.0,9526.0,10458.0,12382.0,13726.0,15500.0,18982.0,2.8,0.2,3.3,47.7,25.5,2.5,30.4,7.5,13.8,9.1,-6.1,QP039001,56.5,17.5,11.7,91.4,11.3,both,QP039001
QP039002,Marjorie - Les Mouillères,27.0,243900339.0,,39401,9628.0,13005.0,16991.0,0.6,7223.0,9067.0,10490.0,11776.0,14451.0,16046.0,18107.0,21310.0,3.0,0.2,3.4,49.9,33.2,3.5,21.1,5.4,8.8,6.8,-7.7,QP039002,42.9,18.7,7.5,89.3,8.1,both,QP039002
QP039003,Les Avignonnets,27.0,200026573.0,,39302,10297.0,12553.0,15315.0,0.4,7764.0,9888.0,10791.0,11713.0,13682.0,14805.0,16375.0,18282.0,2.4,0.2,2.8,62.5,19.1,2.4,23.6,8.4,7.7,7.5,-7.6,QP039003,46.0,,22.0,,,both,QP039003
QP039004,Chabot - Le Miroir,27.0,200026573.0,,39302,10494.0,13422.0,16782.0,0.5,8359.0,9871.0,11182.0,12041.0,14607.0,15760.0,17751.0,20939.0,2.5,0.2,2.9,55.6,30.9,3.2,18.3,5.4,7.0,5.9,-8.0,QP039004,40.2,,11.1,,,both,QP039004
QP040001,Le Sablar,75.0,244000675.0,,40402,11055.0,14231.0,18189.0,0.5,8384.0,10311.0,11705.0,12829.0,15515.0,17082.0,19379.0,23787.0,2.8,0.3,3.6,56.1,28.1,11.1,16.6,2.1,8.1,6.4,-11.9,QP040001,32.6,14.7,,,,both,QP040001
QP040002,Cuyès,75.0,244000675.0,,40402,10444.0,13645.0,17629.0,0.5,8522.0,9636.0,11388.0,12552.0,14924.0,16784.0,18700.0,21738.0,2.6,0.2,3.0,55.3,29.3,4.5,19.5,4.4,7.8,7.3,-8.6,QP040002,36.6,25.7,,,,both,QP040002
QP040003,Le Gond,75.0,244000675.0,,40402,10705.0,13935.0,18156.0,0.5,8512.0,9817.0,11585.0,12818.0,15955.0,17435.0,19153.0,23296.0,2.7,0.2,3.2,50.7,32.4,6.5,19.5,4.7,8.2,6.7,-9.1,QP040003,33.7,19.6,8.4,76.2,,both,QP040003
QP040004,Le Peyrouat,75.0,244000808.0,,40401,9809.0,12563.0,16080.0,0.5,7867.0,9154.0,10252.0,11271.0,13876.0,15232.0,17073.0,19651.0,2.5,0.2,2.9,59.8,18.9,2.9,26.5,7.5,10.4,8.6,-8.1,QP040004,46.3,22.7,11.2,,7.4,both,QP040004
QP040005,La Moustey,75.0,244000808.0,,40401,9495.0,13629.0,17551.0,0.6,6985.0,8840.0,10400.0,11884.0,15024.0,16435.0,18379.0,22196.0,3.2,0.3,3.8,64.1,21.2,5.3,20.1,5.7,7.9,6.4,-10.7,QP040005,41.9,23.6,7.5,,,both,QP040005
QP041001,Kennedy - Coty - Croix Chevallier - Sarrazines,24.0,200030385.0,,41501,8787.0,11855.0,15362.0,0.6,6768.0,8177.0,9359.0,10514.0,13110.0,14618.0,16336.0,19290.0,2.9,0.2,3.3,58.1,20.6,2.4,26.8,8.7,10.0,8.2,-7.9,QP041001,51.9,18.1,16.0,91.9,11.3,both,QP041001
QP041002,Les Rottes,24.0,244100251.0,,41401,8769.0,11644.0,15356.0,0.6,6703.0,8162.0,9346.0,10460.0,12983.0,14385.0,16074.0,18809.0,2.8,0.2,3.2,55.0,25.6,2.7,23.6,6.6,9.3,7.6,-6.9,QP041002,52.6,17.5,9.8,,11.9,both,QP041002
QP041003,Les Favignolles,24.0,200018406.0,,41301,8650.0,11543.0,15620.0,0.6,6802.0,8158.0,9259.0,10176.0,12971.0,14702.0,17155.0,20542.0,3.0,0.2,3.5,45.7,31.9,4.4,25.0,5.9,9.7,9.4,-7.0,QP041003,54.7,17.9,6.5,,13.7,both,QP041003
QP042001,Beauregard,84.0,244200796.0,,42401,10410.0,13337.0,17113.0,0.5,8058.0,9675.0,11011.0,11952.0,14721.0,16259.0,17791.0,20453.0,2.5,0.2,2.9,54.9,26.6,3.1,23.0,5.4,9.1,8.5,-7.6,QP042001,40.9,21.9,,,,both,QP042001
QP042002,La Chapelle,84.0,244200770.0,,42501,10883.0,13869.0,17679.0,0.5,8128.0,10064.0,11606.0,12721.0,15244.0,16714.0,18539.0,21255.0,2.6,0.2,2.9,61.2,26.7,3.3,17.2,6.0,5.6,5.6,-8.4,QP042002,34.3,13.3,13.3,76.5,7.1,both,QP042002
QP042003,La Romière,84.0,244200770.0,,00753,9600.0,12528.0,15842.0,0.5,7406.0,8972.0,10029.0,11261.0,13893.0,15301.0,16465.0,20134.0,2.7,0.2,2.9,47.7,30.8,3.6,24.5,7.8,8.6,8.0,-6.6,QP042003,45.7,,14.7,,,both,QP042003
QP042004,Montrambert Méline,84.0,244200770.0,,00753,10164.0,13600.0,17310.0,0.5,7871.0,9472.0,10745.0,11995.0,15100.0,16459.0,18091.0,20955.0,2.7,0.2,3.0,49.8,31.6,4.4,21.4,6.5,7.9,7.0,-7.2,QP042004,40.8,16.8,10.4,82.6,,both,QP042004
QP042005,Le Dorlay - Les Pins - La Bachasse,84.0,244200770.0,,00753,10707.0,14287.0,18200.0,0.5,8721.0,10002.0,11523.0,12761.0,15679.0,17259.0,19182.0,22024.0,2.5,0.2,2.9,56.8,28.8,3.8,18.9,5.7,6.8,6.4,-8.3,QP042005,35.0,17.4,9.8,,,both,QP042005
QP042006,Montcel - Centre Ville,84.0,244200770.0,,00753,9843.0,12870.0,16934.0,0.6,7842.0,9221.0,10341.0,11489.0,14161.0,16133.0,17998.0,21048.0,2.7,0.2,3.1,45.4,36.5,4.1,21.4,6.2,7.9,7.2,-7.4,QP042006,43.3,15.4,11.9,86.8,,both,QP042006
QP042007,Grand Pont,84.0,244200770.0,,00753,10340.0,12679.0,16653.0,0.5,8743.0,9842.0,10779.0,11838.0,14135.0,15632.0,17629.0,20214.0,2.3,0.2,2.7,56.0,24.9,3.4,22.8,7.2,7.9,7.7,-7.1,QP042007,44.2,,16.4,,,both,QP042007
QP042008,Centre Ville,84.0,244200770.0,,00753,9509.0,12876.0,17047.0,0.6,7322.0,8570.0,10441.0,11453.0,14123.0,16021.0,18042.0,21678.0,3.0,0.2,3.5,63.8,19.3,6.0,19.9,7.4,6.1,6.3,-9.0,QP042008,44.6,14.8,13.8,70.6,,both,QP042008
QP042009,Centre Ville,84.0,244200770.0,,00753,10932.0,14396.0,19269.0,0.6,8259.0,10294.0,11624.0,12969.0,16054.0,17903.0,20817.0,23581.0,2.9,0.2,3.5,58.4,28.4,7.1,16.3,5.1,5.7,5.5,-10.2,QP042009,33.3,11.3,10.3,72.8,6.1,both,QP042009
QP042010,St Julien - Crêt De L'Oeillet,84.0,244200770.0,,00753,9920.0,12823.0,16947.0,0.5,7644.0,9327.0,10451.0,11490.0,14418.0,16248.0,18000.0,21883.0,2.9,0.2,3.6,58.9,25.2,4.8,19.8,7.4,6.9,5.5,-8.7,QP042010,44.3,,21.0,77.4,,both,QP042010
QP042011,Cotonne Montferré,84.0,244200770.0,,00753,9911.0,13148.0,17336.0,0.6,7938.0,9333.0,10605.0,11828.0,14383.0,16401.0,18478.0,21862.0,2.8,0.2,3.1,53.4,31.0,4.4,19.7,6.7,7.0,6.1,-8.5,QP042011,41.9,12.1,14.8,59.0,6.9,both,QP042011
QP042012,Tarentaize Beaubrun,84.0,244200770.0,,00753,9993.0,12867.0,17484.0,0.6,7538.0,9313.0,10601.0,11716.0,14397.0,16269.0,18983.0,23406.0,3.1,0.3,3.8,55.2,27.9,6.2,20.5,5.8,7.6,7.1,-9.8,QP042012,43.2,13.5,10.6,72.3,7.7,both,QP042012
QP042013,Montreynaud,84.0,244200770.0,,00753,10021.0,12889.0,16879.0,0.5,7486.0,9201.0,10665.0,11721.0,14373.0,16019.0,17673.0,20496.0,2.7,0.2,3.1,55.1,27.8,3.2,21.5,7.6,7.5,6.4,-7.6,QP042013,43.9,10.9,17.4,79.1,8.2,both,QP042013
QP042014,Crêt De Roc - Soleil,84.0,244200770.0,,00753,10193.0,13590.0,19269.0,0.7,7852.0,9469.0,10954.0,12339.0,15564.0,17810.0,20829.0,25943.0,3.3,0.3,4.0,61.4,26.2,6.9,17.1,4.6,6.6,5.9,-11.6,QP042014,38.2,11.9,8.8,70.9,8.3,both,QP042014
QP042015,Quartiers Sud-Est,84.0,244200770.0,,00753,9442.0,11799.0,14241.0,0.4,7535.0,8912.0,9810.0,10716.0,12719.0,13845.0,14985.0,17390.0,2.3,0.2,2.7,47.9,21.6,2.9,33.5,11.5,11.6,10.3,-5.9,QP042015,53.4,20.2,23.4,,,both,QP042015
QP042016,Terrenoire,84.0,244200770.0,,00753,10581.0,13997.0,17655.0,0.5,8462.0,10068.0,11384.0,12528.0,15214.0,16843.0,18586.0,21156.0,2.5,0.2,2.8,55.1,26.6,3.2,22.9,7.2,8.0,7.7,-7.8,QP042016,34.9,16.4,13.1,,,both,QP042016
QP042017,Bourgogne,84.0,200035731.0,,42502,10293.0,13207.0,16630.0,0.5,7727.0,9290.0,10768.0,12193.0,14445.0,16124.0,17283.0,19368.0,2.5,0.2,2.8,41.8,39.3,3.1,22.1,5.2,8.4,8.5,-6.3,QP042017,39.3,18.4,6.4,,,both,QP042017
QP042018,Le Parc,84.0,200035731.0,,42502,8816.0,11684.0,16084.0,0.6,6329.0,8045.0,9213.0,10465.0,13335.0,15001.0,17091.0,20123.0,3.2,0.2,3.6,50.0,30.7,3.7,23.0,6.5,8.9,7.6,-7.4,QP042018,52.1,13.7,10.9,78.4,13.2,both,QP042018
QP042019,Mayollet,84.0,200035731.0,,42502,9291.0,12308.0,17063.0,0.6,7221.0,8831.0,9865.0,10987.0,13823.0,15626.0,18094.0,22101.0,3.1,0.3,3.7,50.8,31.1,6.5,20.8,6.7,7.2,6.9,-9.2,QP042019,48.8,16.4,10.9,72.9,,both,QP042019
QP043001,Val Vert,84.0,244300018.0,,43401,9572.0,12918.0,16730.0,0.6,7125.0,8826.0,10250.0,11689.0,14208.0,15791.0,17657.0,20995.0,2.9,0.2,3.5,40.2,39.3,5.4,23.0,5.6,9.6,7.8,-7.9,QP043001,43.6,15.6,8.1,,,both,QP043001
QP043002,Guitard,84.0,244300018.0,,43401,10696.0,14044.0,17703.0,0.5,8602.0,10137.0,11332.0,12806.0,15449.0,16657.0,18752.0,22302.0,2.6,0.2,2.9,53.9,29.2,5.2,20.7,5.9,8.1,6.6,-9.0,QP043002,37.1,,9.7,78.5,,both,QP043002
QP044001,Ville Ouest,52.0,244400644.0,,44601,10447.0,13417.0,17438.0,0.5,8110.0,9600.0,11081.0,12297.0,14889.0,16482.0,18655.0,21851.0,2.7,0.2,3.1,57.9,25.9,3.0,22.2,5.7,9.2,7.3,-9.0,QP044001,37.9,21.7,7.9,85.0,8.8,both,QP044001
QP044002,Petit Caporal,52.0,244400644.0,,44601,9340.0,12307.0,16654.0,0.6,7215.0,8431.0,9944.0,11629.0,13788.0,15951.0,17877.0,21328.0,3.0,0.2,3.3,52.2,26.5,3.1,25.5,6.3,10.9,8.3,-7.3,QP044002,47.1,23.2,,,,both,QP044002
QP044003,Robespierre - Prézégat,52.0,244400644.0,,44601,9110.0,11808.0,15615.0,0.6,7239.0,8493.0,9782.0,10781.0,13049.0,14612.0,17130.0,20609.0,2.8,0.2,3.6,53.1,26.9,3.7,24.2,5.9,11.7,6.6,-7.9,QP044003,53.3,18.3,9.5,,,both,QP044003
QP044004,La Ville Aux Roses,52.0,244400487.0,,44302,9343.0,12333.0,15642.0,0.5,7122.0,8776.0,9877.0,11190.0,13563.0,14747.0,16358.0,19915.0,2.8,0.2,3.3,46.7,27.8,5.4,26.9,8.0,10.2,8.7,-6.8,QP044004,46.6,,12.8,,,both,QP044004
QP044005,Bellevue,52.0,244400404.0,,44701,10625.0,13924.0,18347.0,0.6,8056.0,9890.0,11381.0,12721.0,15427.0,17170.0,19539.0,22932.0,2.8,0.2,3.3,62.7,24.6,3.7,19.1,5.8,6.9,6.3,-10.1,QP044005,35.4,16.7,10.8,74.6,7.7,both,QP044005
QP044006,Les Dervallières,52.0,244400404.0,,44701,9277.0,12305.0,15577.0,0.5,7375.0,8738.0,9837.0,11175.0,13417.0,14888.0,16581.0,19092.0,2.6,0.2,3.0,57.9,18.1,2.0,29.2,7.4,12.2,9.6,-7.2,QP044006,48.1,20.3,11.3,,10.8,both,QP044006
QP044007,Le Breil,52.0,244400404.0,,44701,10263.0,13166.0,16817.0,0.5,8023.0,9600.0,11001.0,12061.0,14613.0,16032.0,17813.0,20683.0,2.6,0.2,3.0,59.2,23.6,2.9,22.9,6.3,8.6,8.1,-8.6,QP044007,40.6,22.9,9.3,,8.7,both,QP044007
QP044008,Bout Des Landes - Bout Des Pavés - Chêne Des anglais,52.0,244400404.0,,44701,10011.0,13172.0,16726.0,0.5,7678.0,9224.0,10782.0,12047.0,14517.0,15893.0,17879.0,20549.0,2.7,0.2,3.1,64.3,17.2,2.6,24.3,6.2,10.0,8.1,-8.4,QP044008,40.8,18.2,7.5,95.0,10.8,both,QP044008
QP044009,La Boissière,52.0,244400404.0,,44701,9941.0,12843.0,16529.0,0.5,7860.0,9387.0,10603.0,11749.0,14049.0,15567.0,17265.0,19293.0,2.5,0.2,2.7,58.6,21.2,2.5,25.1,4.3,11.8,9.0,-7.4,QP044009,42.8,15.0,5.4,,,both,QP044009
QP044010,Port Boyer,52.0,244400404.0,,44701,10133.0,13093.0,16568.0,0.5,7881.0,9270.0,10982.0,11970.0,14527.0,15870.0,17612.0,19949.0,2.5,0.2,2.8,64.0,18.9,2.0,23.3,4.6,10.4,8.3,-8.2,QP044010,40.9,22.7,,,,both,QP044010
QP044011,Le Clos Toreau,52.0,244400404.0,,44701,10088.0,13208.0,16574.0,0.5,8050.0,9534.0,11003.0,12071.0,14162.0,15564.0,17321.0,19704.0,2.4,0.2,2.9,60.9,20.2,2.1,24.9,6.6,9.0,9.3,-8.1,QP044011,40.4,21.2,10.1,,,both,QP044011
QP044012,Le Ranzay,52.0,244400404.0,,44701,10717.0,13280.0,17564.0,0.5,8412.0,10236.0,11120.0,11979.0,14789.0,16783.0,18344.0,21678.0,2.6,0.2,2.9,63.7,21.2,2.6,21.7,6.0,8.1,7.5,-9.2,QP044012,41.6,17.7,8.2,,,both,QP044012
QP044013,Malakoff,52.0,244400404.0,,44701,10269.0,13093.0,16654.0,0.5,7948.0,9674.0,10901.0,12086.0,14075.0,15785.0,17848.0,20696.0,2.6,0.2,2.9,63.4,18.4,2.1,25.0,7.4,9.0,8.6,-8.9,QP044013,40.4,20.0,12.0,,7.3,both,QP044013
QP044014,Bottière Pin Sec,52.0,244400404.0,,44701,9128.0,12317.0,15980.0,0.6,7180.0,8593.0,9771.0,11115.0,13521.0,15220.0,16937.0,19985.0,2.8,0.2,3.2,57.8,21.1,2.6,26.3,6.4,11.1,8.8,-7.8,QP044014,48.3,17.3,9.8,94.8,9.2,both,QP044014
QP044015,La Halvêque,52.0,244400404.0,,44701,10507.0,13035.0,15875.0,0.4,8465.0,9804.0,10987.0,12067.0,13924.0,15050.0,16567.0,18858.0,2.2,0.2,2.6,65.3,13.1,1.8,27.4,8.4,9.4,9.6,-7.6,QP044015,40.8,23.8,12.2,,,both,QP044015
QP044016,La Petite Sensive,52.0,244400404.0,,44701,11203.0,13661.0,18313.0,0.5,8503.0,10589.0,11517.0,12752.0,14778.0,17009.0,19200.0,23331.0,2.7,0.2,3.2,65.3,20.4,2.9,21.1,5.7,8.3,7.1,-9.7,QP044016,35.2,,10.7,,,both,QP044016
